at_Q80_time_2	at_Q80_time_6	at_Q80_time_10	at_Q92_time_2	at_Q92_time_6	at_Q92_time_10	at_Q111_time_2	at_Q111_time_6	at_Q111_time_10	at_Q140_time_2	at_Q140_time_6	at_Q140_time_10	at_Q175_time_2	at_Q175_time_6	at_Q175_time_10
Gm3055	0.02449713	-0.04321039	0.01496752	-0.001239203	-0.09096271	-0.01995718	0.0007077679	-0.1641932	0.1002796	0.01323456	-0.1214032	-0.0597213	0.08072373	-0.1997799	-0.09238847
Gm3164	0.0279199	-0.02517203	-0.03969249	-0.01820768	-0.006666061	-0.01442313	0.008345865	0.01955114	-0.01189292	0.01283529	-0.035227	-0.1169765	0.0002056168	-0.03177586	-0.2547934
Gm3194	-0.04013198	-0.00173017	-0.04372193	-0.01750672	0.02565427	0.04647893	0.007433438	0.1301908	0.2676882	-0.009862387	0.1831106	0.2599238	0.0001009562	0.2521463	0.2812163
Gm3239	-0.02687964	-0.0002215832	-0.03949354	-0.04856138	0.006756984	-0.0172818	-0.00531598	0.01015465	0.02317254	-0.004717366	0.02957763	0.01243266	0.0167522	0.03404353	-0.06402146
Gm3244	0.05566102	-0.03493346	0.009383693	0.01864826	0.07280201	0.06496957	0.0542994	-0.05622461	-0.05400154	0.01424262	-0.05514394	0.004184806	0.03500529	-0.08169148	-0.0635854
Gm3252	0.04815622	-0.003624318	-0.02125349	0.03645334	-0.0123968	0.03165112	0.04259849	-0.01637476	0.05701241	0.01489197	0.06675357	-0.1177541	0.08977165	0.04988783	-0.08312897
Gm3272	0.01671534	0.03576984	-0.01408039	0.02709702	0.01886236	0.03145441	0.08787762	0.006650219	0.005867332	0.0317142	0.1021589	0.1021896	0.03906545	-0.003221512	-0.07295291
Gm3307	-0.003711938	0.0001957399	-0.006669214	-0.0005614098	0.003084394	0.0003219505	-0.004941221	0.01038908	0.004060902	-0.006062559	0.070552	0.02520007	-0.008306643	0.03555843	-0.02437275
Gm3383	-0.02265772	-0.01166586	-0.05165808	-0.005757326	0.02772061	0.0230219	0.007409267	0.130204	0.2479281	0.005343103	0.1807212	0.2087209	0.006548013	0.1885564	0.2812311
Gm340	-0.03545353	-0.02392267	-0.10876	-0.01342732	-0.07542105	-0.1428634	-0.07551119	-0.03755524	-0.07449878	0.001419111	-0.1008335	-0.3498618	-0.05427822	-0.01618472	-0.2140562
Gm3411	-0.0140864	-0.009478413	-0.1513697	-0.03640908	-0.009625068	-0.04824714	-0.005267086	0.04678444	-0.1736411	0.006848162	-0.02112222	-0.4100829	-0.02497784	0.007500172	-0.1751328
Gm3460	-0.001502856	0.004344842	-0.004028963	0.01362424	0.001622145	0.0173951	0.0008362443	0.03222462	-0.004148632	0.0003359854	0.01460286	0.03885266	-0.001377183	-0.00236933	0.00619343
Gm3468	-0.02566649	0.02385891	-0.0513396	0.006166835	0.002366468	0.0691117	0.003400629	0.1318074	0.1230905	0.01949742	0.0836025	0.1568643	0.09017782	0.1260688	0.04001349
Gm3512	-0.04208152	-0.05507249	-0.02463593	-0.03151425	-0.06958062	0.1030496	-0.0472091	0.1120157	0.2705326	-0.008136217	0.08438008	0.4575003	-0.01633344	0.08765639	0.4040103
Gm3604	0.006099512	0.003606045	0.06967014	0.01412968	-0.09978172	0.001911672	0.01586499	-0.1134682	-0.07879921	0.003214273	-0.1526273	-0.1893791	-0.003143624	-0.1798852	-0.1033359
Gm3608	0.007521813	0.0106379	-0.08352392	0.03621044	0.02275983	-0.06057567	0.03608388	0.06750632	-0.03456275	0.00180508	0.01845796	-0.08405814	0.04438995	0.07933751	-0.06832427
Gm3617	0.009376493	0.002855314	-0.02185987	-0.006348546	-0.02241176	-0.03038877	-0.001769461	-0.009204833	-0.07502539	-0.009692932	-0.006954493	-0.1279851	0.007538457	-0.03216621	-0.1748173
Gm3636	0.03173958	0.0652342	-0.02950281	-0.02973361	0.04554876	0.03496173	0.002694221	0.1781762	0.1945825	0.05474535	0.1440992	0.2329519	0.09491726	0.197778	0.2043232
Gm3667	0.01093527	-0.02786461	0.02750755	0.03267642	-0.02608219	0.03023651	0.04606833	0.03231244	0.1469586	0.08916924	0.0823721	0.1594012	0.1140012	0.1198103	0.2086962
Gm3675	0.0006588043	-0.01044745	0.01107617	0.00166874	0.006059314	0.003021877	0.0009140337	-0.02034067	0.02439574	0.00520199	0.06519919	0.0291296	0.002244475	-0.02894367	0.1591979
Gm3693	-0.01048659	0.07101532	0.005823286	0.0005098462	-0.01378208	-0.120671	-0.05032697	0.01138793	-0.1094488	-0.03647977	0.1337876	-0.03873901	-0.01830121	0.05941097	-0.2243039
Gm3696	-0.07701703	0.003576296	-0.03022817	-0.06519592	0.0850136	0.07775199	-0.09546467	0.2055572	0.4332909	-0.03443391	0.1423603	0.440412	-0.0415367	0.1854133	0.4415306
Gm3739	0.010399	-0.025738	0.05729803	0.00170734	0.009328372	0.003629202	-0.0170584	0.07405394	0.2691303	0.02554478	0.1187798	0.2803242	0.06368435	0.1177043	0.2137234
Gm3752	-0.00988547	-0.009302329	-0.0100998	-0.03345717	-0.005354116	0.02689746	0.005577812	-0.03892562	0.07192819	-0.002234395	-0.03881793	-0.03657754	-0.01753198	-0.01754752	0.1361113
Gm3764	0.03977075	0.05311169	-0.1451502	0.03883015	0.0259867	-0.1058561	0.0903895	0.01145264	-0.1315042	-0.01187307	0.01568915	-0.2878725	-0.0387978	-0.03406757	-0.3244866
Gm3828	0.02804869	-0.005882713	0.02089977	-0.02811627	-0.09003868	-0.04558456	-0.0214434	-0.05911246	-0.2016587	-0.04519439	-0.08285744	-0.2993275	-0.1013795	-0.2504767	-0.3163446
Gm3839	0.004703351	0.004797648	-0.01184981	0.03362068	0.1528021	0.0165415	0.002769642	0.02879999	0.1498881	0.06490873	0.1194661	0.1560168	0.09579609	-0.0859613	0.02583794
Gm38393	-0.00536535	-0.01338849	0.0381142	0.009734811	0.02256856	0.06658501	0.06154054	0.04657728	0.08011971	0.01538748	0.02886786	0.1952937	0.03188083	0.04912693	0.1565098
Gm38394	0.01563006	-0.07233099	-0.1072016	-0.03422508	-0.07367104	-0.06411463	-0.09418215	0.04214798	0.04259011	0.02911147	-0.1134224	-0.09094661	-0.0664349	0.01011081	-0.2053028
Gm38400	-0.01575465	-0.01112593	-0.02784413	-0.0264573	0.01322739	0.04207954	-0.01749214	0.0965189	0.1854548	0.01197882	0.1192313	0.2846446	0.03190018	0.08128368	0.1420442
Gm3883	-0.02796383	-0.01310867	0.0119968	-0.08617147	-0.07235961	0.06923816	-0.06122563	-0.05766525	-0.02744573	0.02241445	-0.0911222	-0.07071825	-0.06208514	-0.05844366	-0.1008454
Gm3892	-0.04432478	-0.05879117	-0.07564556	-0.005543477	-0.1069239	-0.007066021	-0.008424175	-0.01703695	-0.05250782	-0.0007307006	-0.08091456	-0.0480388	-0.003007116	-0.07589042	-0.09086303
Gm3912	-0.0355426	0.009077358	-0.04991168	-0.02483049	-0.02846138	-0.08960639	-0.02577252	-0.02416608	-0.0609117	-0.01112965	0.01941552	-0.1975418	-0.03618553	-0.107169	-0.3412834
Gm3985	0.004792481	0.004490893	0.009824301	0.04568249	-0.05114193	-0.0275146	-0.02972848	-0.03971224	-0.01811889	0.01204269	-0.03910169	-0.3630823	-0.009401216	-0.1120906	-0.3294445
Gm4070	-0.03361456	-0.03106512	-0.1015551	-0.0100986	0.01164492	-0.09236346	-0.08496116	-0.03641065	-0.2822281	-0.01411814	-0.008442857	-0.2700867	-0.03400072	-0.06298425	-0.02327803
Gm4076	0.02557787	0.004754367	-0.01490619	-0.00217691	0.01515164	-0.00932938	-0.001592678	0.02343956	-0.02489382	0.000657141	0.1229081	-0.08657044	0.007160457	-0.07092415	0.00615514
Gm4117	0.04440636	-0.005738854	-0.02902305	-0.0007929772	-0.02439914	-0.02811355	0.01093489	0.0765363	-0.03134626	0.02864607	0.1029699	-0.2973463	0.03444762	-0.03551184	-0.1690525
Gm4152	-0.008788604	0.001875999	-0.001956379	-0.006514097	0.02093445	-0.001757929	-0.003811251	0.01093008	0.006025187	-0.00361165	0.01455785	0.003440935	-0.009646288	0.01630258	-0.005974927
Gm4189	-0.02761403	0.01326723	0.03907009	-0.02974215	0.04338748	0.03438235	-0.0174146	-0.08343542	-0.03396901	-0.0613755	-0.09588069	0.07099603	-0.1086966	-0.1066355	-0.1385292
Gm4221	-0.03663472	-0.01547587	-0.02596244	-0.05583521	-0.02706591	0.00244475	-0.05099836	-0.004718729	0.1430694	-0.02366778	0.07024423	0.2659929	-0.04295675	0.08382929	0.3692442
Gm4262	0.02097473	0.04611934	0.01462985	0.004659169	0.03692891	-0.04060421	0.007607339	0.03183542	-0.02006249	0.01282133	0.03551906	-0.05055302	0.02218277	0.04355998	-0.173073
Gm4279	-0.01576849	0.01043578	-0.02242562	-0.01148174	0.003788191	0.009262651	-0.01812689	-0.02412909	-0.03315087	-0.02225187	-0.007526576	-0.01039526	-0.02346556	-0.003311619	0.03081201
Gm4335	-0.04399727	0.01984376	0.02301623	-0.03246954	-0.01315681	-0.01787728	-0.02734066	-0.02411161	0.06965218	-0.03108615	0.1521202	0.1416785	0.008458361	-0.001701052	0.1207145
Gm4419	0.05001309	0.02522887	0.04903935	-0.006671823	0.06768027	0.001411282	0.007006407	0.05868749	-0.05699729	0.06509871	0.1014795	-0.1587299	0.0308925	0.1202547	-0.2594574
Gm4459	-0.04828991	-0.03788417	0.1573607	0.007119746	-0.08515734	0.004150735	0.05110319	0.09742136	0.2694311	-0.005764161	0.0253633	0.3256426	-0.0122418	0.1346069	0.1933833
Gm4477	-0.03752557	0.005656082	0.1518895	-0.02319739	-0.03795932	0.02185268	-0.03462674	-0.0509136	0.1523838	-0.02549536	0.0062645	0.07159612	-0.01073092	-0.04642505	0.03367303
Gm4491	0.01757812	0.06980392	-0.01350128	0.02225744	0.0671215	0.01025006	0.00667123	0.1079676	0.01879989	0.03965653	0.1251959	-0.1271215	0.02065383	0.07093643	-0.1912501
Gm4518	0.005994867	0.02358561	-0.01028107	0.009583219	0.068473	-0.04214632	-0.003055881	0.03734796	0.01677065	0.008678273	0.1854708	-0.02501717	-0.003670489	0.007338607	-0.005961637
Gm4524	0.03260105	0.009423163	-0.0109722	-0.03081319	-0.1152794	-0.01556619	0.03124395	-0.06685195	-0.04307029	-0.03034254	-0.07846764	-0.1765855	-0.0689288	-0.1091417	-0.1706349
Gm4540	0.02983789	0.04249119	0.07770313	-0.01705925	0.04445557	0.1152784	-0.01852789	-0.000459445	0.03077979	0.01997756	0.05083056	0.1363455	0.006360621	0.06027228	0.05199469
Gm4575	0.005426506	3.494599e-06	0.01027829	0.01380746	-0.02202757	0.02635193	0.02879637	-0.04105618	0.07700974	0.0206789	-0.01270622	0.02212125	0.01976188	-0.2093387	0.05236553
Gm4617	0.0006628061	-0.01713652	0.0742656	0.05239335	-0.140035	-0.02860317	-0.01030087	-0.02982656	0.06241615	-0.02606104	-0.1744335	0.05068834	-0.03616687	-0.07732893	0.04460578
Gm4631	0.01110629	-0.01257737	-0.06555953	-0.03003562	-0.02187691	0.03900067	0.000607374	0.0864761	0.119066	0.02990741	0.09715816	0.1570075	-0.05023183	0.1261063	0.188881
Gm4673	0.004705538	0.09001602	-0.03879646	0.007304897	0.03750199	0.02948735	0.03616303	0.128713	0.0722105	0.02733927	0.1791669	-0.05817731	0.03671285	0.0186722	-0.04477361
Gm4691	0.01050894	0.04635205	0.02475	-0.001804772	0.155108	0.03643172	0.01434222	0.1163791	0.03327441	0.001576562	0.2680292	0.1649892	0.03309164	0.06550576	0.01741017
Gm4707	-0.01235785	0.005434569	0.004844004	-0.01242144	0.01390956	0.01733968	-0.01138224	0.02556755	0.03964816	-0.01727732	0.03670292	0.01875118	-0.01662983	0.0002859996	0.026393
Gm4723	0.003305643	0.03533805	0.001742923	-0.02920389	0.02869082	0.02245666	-0.03426839	0.1317206	0.1190364	0.01493054	0.09009768	0.005686338	0.05275046	0.06613116	0.08442175
Gm4724	0.04284946	0.002394189	0.1087253	-0.01835415	0.09774994	0.08855301	0.01531304	0.1506833	0.1430532	-0.05774273	0.1848905	0.09423097	-0.0633569	0.154192	0.1641373
Gm4735	-0.02539671	0.04007929	0.0179516	0.007221881	0.05995325	-0.05222945	0.01990369	0.06197542	0.05416301	0.00973283	0.1508883	-0.0614743	0.0300542	0.04324968	0.03702489
Gm4767	-0.0255778	-0.06946489	0.007479026	0.02350568	-0.0632053	0.02922734	0.01187158	-0.09025683	0.05894016	0.04558547	-0.02760051	0.04145638	-0.03355159	-0.004415635	-0.04510904
Gm4782	0.02191062	0.0008415134	0.001971027	0.01104887	0.00112946	0.04682286	0.01491698	0.01062156	0.04082833	0.01045581	-0.0020275	0.05823841	0.02716059	0.02108725	0.05012744
Gm4835	0.02224934	0.02757203	0.04224152	0.004380686	0.001435408	0.01629904	0.02364826	0.03960045	0.1476431	0.01024578	0.2105601	0.3114514	0.04001794	0.02320881	0.1442839
Gm4841	0.001822849	0.008752039	-0.001177249	0.004289548	0.01774582	-0.01045502	-9.56719e-05	0.05183355	-0.05471349	-0.002981048	0.05564515	-0.08350331	0.01068612	0.02530855	0.009130002
Gm4889	0.005427876	-0.007065732	-0.01845483	-0.008657705	0.008023688	-0.01915914	-0.002437979	-0.03429054	-0.03804092	0.002129099	-0.09470622	-0.04666891	0.004498891	-0.06521459	-0.08277747
Gm4924	0.01080428	0.002595093	0.08510329	0.02588042	-0.08528201	0.06994661	-0.04145769	-0.05684509	-0.2423926	0.0002556176	-0.07523722	-0.2171173	0.009330969	-0.1685353	-0.3495401
Gm4926	-0.03356342	0.001136356	-0.06412414	0.006020099	-0.06663457	-0.03751485	-0.03933352	-0.1131926	-0.4167293	-0.03495238	-0.1464133	-0.4728588	-0.09373956	-0.2276316	-0.5441975
Gm4968	0.007563859	0.01113374	0.03983217	-0.0008416569	0.02098347	0.01273195	0.005957623	0.01366061	0.0237752	0.004809553	0.08686932	0.1138878	0.007508549	0.005018919	0.04740787
Gm4980	0.01573418	-0.02464392	0.02809849	-0.01796769	-0.09515442	-0.003595296	-0.03271325	-0.01604552	-0.004669606	0.01471496	-0.00373689	-0.1648922	-0.003809477	-0.03142001	-0.151638
Gm5067	0.3509745	0.06728735	0.08660525	0.04083263	0.1276378	0.1003115	0.1627456	0.2150319	0.3742238	0.1666354	0.2949367	0.4763586	0.1162863	0.2689554	0.1595829
Gm5069	0.007399123	0.0228815	0.0008727246	0.00306066	0.05288489	-0.06618508	0.02088186	0.1326647	-0.1283286	0.02060568	0.07806686	0.06578278	-0.006976311	0.0719017	-0.01866868
Gm5106	-0.01181375	-0.004723242	0.006616072	-0.01457162	0.003555561	0.01040072	-0.007627903	0.03339863	0.1203886	-0.002502476	0.07052007	0.08381351	-0.01481418	0.04623535	0.2375395
Gm5111	-0.004718027	0.0157814	0.04632967	0.03574052	-0.04143552	-0.02309095	0.03542213	-0.125944	-0.3687313	-0.00281738	-0.1076605	-0.5588997	-0.05916351	-0.136788	-0.4725285
Gm5113	-0.08411293	0.01902022	-0.1368034	-0.05319992	-0.06400269	0.00363582	-0.05177059	0.06471794	0.1910072	-0.01477137	0.1056328	0.09201139	-0.02535505	0.103408	0.1137484
Gm5124	0.05788354	0.04455544	-0.02808314	-0.005226263	-0.03791537	-0.09386279	-0.01827792	-0.00676455	-0.09921272	0.006597242	0.0378872	-0.1055999	-0.07007053	0.03352098	-0.2439463
Gm5148	-0.01579211	-0.003926251	-0.02939886	-0.05140967	-0.01215738	0.09040261	-0.07581197	0.1472102	0.2911732	-0.05090489	0.1460751	0.1905241	0.06917912	0.1072539	0.135699
Gm5161	-0.004580386	-0.01603125	0.001748601	-0.003433241	-0.0123311	-0.004585597	-0.004321144	-0.03841536	0.02356999	0.002336084	-0.05535266	0.002652531	-0.004728028	-0.04931738	-0.01610124
Gm5265	0.00212844	0.0009891738	0.008407141	0.003774813	0.02284907	-0.01705317	0.002034023	0.004007372	-0.001644733	3.728149e-05	0.01182178	-0.01770298	0.006036898	-0.0006305905	-0.0404243
Gm5270	0.003946022	0.007817323	0.03349197	-0.008207739	0.008487342	0.01703349	-0.01113683	0.04680876	0.07937751	0.001679281	0.08771213	0.1088504	-0.01390761	0.07153508	0.05454166
Gm5278	0.01285282	-0.01039653	0.005338156	0.01469859	-0.007271071	0.01142377	1.891342e-05	-0.01819988	-0.02650224	0.009245629	-0.05962093	0.02678823	0.02774687	-0.09603754	0.03091887
Gm5398	-0.01987507	-0.02334126	0.003523233	0.001734357	-0.02327961	-0.02822921	-0.01620867	-0.03883569	-0.02999194	-0.01958487	-0.06454026	-0.1077842	-0.0125169	-0.04724203	-0.06858227
Gm5415	0.1394046	0.02519159	0.06706035	0.05745017	-0.007446111	0.06782543	0.05179006	-0.02721409	0.2075661	0.05074866	0.1378475	0.1436221	0.1871505	0.05872954	0.284077
Gm5428	0.02005533	0.01768523	-0.001060422	-0.001353513	0.01100347	0.0385339	-0.001865839	-0.00889009	-0.01793773	-0.0201429	0.1115857	0.01796386	0.01110139	-0.04697938	0.09756211
Gm5430	0.004346018	0.004682754	0.1259412	-0.007353246	0.008570246	0.03201006	-0.04797308	0.0248248	0.09302384	-0.01986318	0.01554691	0.1711049	-0.01523026	-0.05519203	0.1552985
Gm5432	-0.007815014	0.01324737	-0.004671663	-0.03703892	0.005935085	0.02461254	-0.01781368	0.02156277	-0.008990749	-0.02503108	-0.01735238	0.05906237	-0.022732	-0.01755057	-0.03047152
Gm5436	0.005341452	0.004672853	0.01318774	-0.002442297	0.0004620359	0.005472516	0.001900912	0.01927953	0.008565678	0.0003394168	0.05091442	0.0207709	-0.002946663	-0.01253208	0.03259848
Gm5451	0.003348149	0.009892076	-0.004538225	0.002847406	0.01177471	-0.007243087	0.005190752	0.01613779	-0.1046159	0.0003192303	0.0685426	-0.04316509	0.001473835	0.00426445	-0.07895763
Gm5466	0.00387485	-0.002578047	0.02512198	-0.0009289353	-0.01258423	-0.02094466	-0.0005492084	0.04221698	0.05606936	0.01342686	-0.1183078	-0.08258	0.002812232	-0.1420993	-0.08780222
Gm5507	0.005622551	-0.03767149	0.02942373	0.009049184	-0.02239254	0.01171062	-0.001493895	0.001527167	0.09453209	-0.007064559	-0.07678825	0.1523279	0.0203693	-0.1596106	0.08391988
Gm5518	0.02875681	-0.007302712	0.0712754	0.02110504	-0.03676386	0.09388966	0.02979875	-0.04751865	0.06040709	0.002338211	0.07770249	0.1582925	0.03633112	-0.1378338	0.1600739
Gm5523	0.008720623	0.01046056	0.008356178	0.006710745	0.04814706	0.01052441	0.005998122	-0.006431856	-0.01272117	0.02809687	0.1827241	-0.02924222	0.02183726	-0.02460906	0.1292573
Gm5528	0.006143114	0.004664431	-0.0157515	0.001535343	0.02353842	-0.03016609	0.003327588	0.006971076	-0.06898329	0.001133886	0.03263212	-0.09209001	0.008669656	0.003304441	-0.07387611
Gm5535	-0.07721889	0.002036561	-0.02428335	-0.02132579	-0.04956772	0.01648443	0.01453378	0.04245291	0.1014717	-0.06376911	-0.04815391	0.1317653	-0.05619358	-0.00853878	0.2830888
Gm5537	0.01201502	-0.002587981	0.04449353	0.008181537	-0.009370421	-0.05098289	0.04508161	0.003682893	0.0395891	0.01649496	-0.02414888	-0.005369588	0.03907523	-0.003781116	-0.1894775
Gm5544	0.006190845	0.005592737	0.01079439	0.006614666	0.03294439	0.01198012	0.009442584	0.01268724	0.01810971	-0.002220023	0.02929769	-0.04713337	0.00863312	0.01283208	0.0308541
Gm5546	-0.006236617	0.01222658	0.006189313	-0.006621638	0.005175754	0.001704385	-0.007405889	0.01776885	0.03573428	-0.006679103	0.007287696	-0.0007754276	-0.001749619	0.026546	0.04662008
Gm5558	-0.01057139	0.0172948	0.01023512	0.001246962	0.01228634	-0.02342569	-0.004030439	-0.001512771	-0.0498816	-0.008030679	0.1710123	-0.0002248967	-0.01510171	0.0255642	-0.01891282
Gm5559	-0.02592137	0.01185704	0.06870483	0.003884511	0.008814663	0.001804465	-0.004624322	-0.0212888	-0.05498521	-0.05570784	0.1087158	-0.03937267	-0.002402268	0.0297104	-0.1070883
Gm5564	-0.01161117	0.008988572	-0.02309262	-0.01308974	0.01147214	0.003524916	-0.01095412	0.004657923	0.08297933	-0.004073596	0.1568551	0.1087215	-0.02497077	0.02672317	0.145305
Gm5577	-0.0352424	0.05184664	-0.1165279	-0.0479744	0.001505564	-0.003552493	-0.07004112	0.04451649	0.1275982	-0.01516763	0.133914	-0.06974012	-0.03705255	0.06622975	-0.04539509
Gm5595	0.04649292	-0.09580043	0.06333106	-0.007326749	-0.1017192	-0.004447346	-0.005473633	-0.05700035	-0.1102622	0.01527642	-0.03978299	-0.1366058	-0.0049754	-0.1104099	-0.1442936
Gm5607	-0.02325313	-0.01290633	-0.118499	-0.02911476	-0.1045537	-0.1317442	-0.09061958	-0.05273422	-0.1492515	-0.03405136	-0.03115307	-0.2752354	-0.0728629	-0.06749481	-0.2831681
Gm561	0.04882019	-0.02058893	0.08880504	0.0630358	0.07031726	0.06916424	0.04022299	0.01725652	0.0717442	0.05498163	0.03551539	0.1794268	0.07573441	0.09802077	0.1149848
Gm5620	-0.006196172	0.005370166	0.0319055	0.00637263	-0.01420154	0.06410191	-0.0333501	-0.03008613	0.1596179	-0.01826805	0.01633588	0.1849049	-0.01078213	-0.07360852	0.26582
Gm5639	-0.009091077	-0.0002536425	0.01083353	-0.006163701	0.001094062	0.003626019	-2.335759e-05	-0.0004835637	0.01343827	-0.004638159	-0.0002205361	0.1898559	-0.001802029	-6.078439e-05	0.02002658
Gm5641	0.05276593	0.01878812	-0.1524118	-0.006459123	0.0184264	-0.02014005	-0.01390397	-0.055864	-0.1514019	0.006595479	0.07030024	-0.3876352	0.01607738	-0.05896118	-0.1477688
Gm5795	0.002336582	0.008196003	0.006707096	0.005109488	0.005693403	-0.001820779	0.004383402	0.0339535	-0.008864762	0.003308924	0.01283847	-0.08459905	0.01183689	0.02598648	0.006495469
Gm5805	0.003924212	0.01312345	0.01352094	-0.0001703988	0.0295812	0.01995391	0.003624083	0.03672282	-0.02779476	0.01076165	0.07185904	-0.0235128	0.01353941	0.0614203	0.07883795
Gm5819	0.005451647	-0.003661446	0.006951207	-0.001559598	-0.009481356	0.01263875	0.002754682	-0.02109254	0.02170713	0.001893553	-0.03556742	0.1611011	0.00222044	-0.02627093	0.07363344
Gm5859	-0.1045438	-0.04106715	-0.02268704	-0.05445581	-0.004095979	-0.04478229	-0.07684386	-0.08950638	-0.1690441	-0.07267539	-0.1678149	-0.2456191	-0.1725216	-0.2175172	-0.1353497
Gm5862	0.08500187	0.009857489	0.02632197	0.02159141	0.01581525	0.09230454	0.04387174	0.1537912	0.2087535	0.05829236	0.1208897	0.2909628	0.04764854	0.07314975	0.155807
Gm5871	0.001039203	-0.001719151	-0.01937411	-0.0004031327	-0.003519015	-0.01735625	1.85025e-05	0.003992761	-0.07240295	0.001413555	-0.02523443	-0.107814	-0.0002470057	-0.02134744	-0.09707601
Gm5883	-0.005289866	0.0151158	0.001550304	-0.001076373	0.03812137	-0.003197321	-0.004458104	0.01950707	0.04357197	-0.001590889	0.08069847	0.004821038	-0.003899081	0.03490721	-0.01525841
Gm5898	-0.0264947	-0.03463927	0.008890397	0.003125229	-0.01812827	0.01617497	0.01210224	-0.01443927	-0.008435915	0.003505194	0.01998315	0.1119051	-0.004430271	0.0013425	-0.06526153
Gm5903	0.0006429705	0.007901037	-0.003291542	-0.004874038	0.002186547	-0.008582024	-6.740877e-06	0.002219075	-0.1090272	-0.009528835	0.02309942	-0.01720974	-0.008438421	0.03002368	-0.09934691
Gm5908	-0.01120324	0.003026994	0.02214316	0.003337526	0.03009086	0.0006298821	0.0003195861	0.009478493	-0.07039395	-0.002779175	0.09761317	-0.1180769	-0.002734943	0.01341935	-0.07610204
Gm5912	-0.001644259	-0.01408025	0.0008109047	0.03033952	0.01177643	-0.07382486	0.006482683	-0.02788088	-0.1289793	-0.004225364	-0.06359713	-0.1964795	0.02644819	-0.1014276	-0.3441854
Gm5913	0.007601478	0.0107503	-0.04533378	-0.002062689	0.03338883	-0.04628612	0.003934891	0.002504006	-0.09876608	0.00080276	0.02350212	-0.16069	-0.002784393	0.09253813	-0.05900306
